YearStart,LocationAbbr,LocationDesc,Data_Value,QuestionID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2022,LA,Louisiana,37.3,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,ME,Maine,28.4,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MD,Maryland,27.9,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MA,Massachusetts,27.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MI,Michigan,33.4,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MN,Minnesota,32.0,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MS,Mississippi,32.7,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MO,Missouri,33.3,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,MT,Montana,28.1,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,US,National,30.6,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,NE,Nebraska,34.6,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
2022,NV,Nevada,28.7,Q036,Age (years),65 or older,AGEYR,AGEYR65PLUS
